LT_UNQ_NO,INDUSTRY_CD,STDG_EMD_CD,SLS_GRD_2301,SLS_GRD_2302
1150010600106990000,A07,11500106,2.0,2.0
1120011400106680088,A08,11200114,1.0,1.0
1154510200109880013,A01,11545102,3.0,3.0
1120011400106560505,A08,11200114,3.0,3.0
1162010100108620001,A03,11620101,2.0,2.0
1171010700100160012,A01,11710107,3.0,3.0
1144012400103820019,A03,11440124,3.0,3.0
1120011500103150048,A13,11200115,2.0,2.0
1120011400100130155,A01,11200114,3.0,3.0
1121510500100970005,A03,11215105,2.0,2.0
1168010800101980010,A05,11680108,3.0,3.0
1147010100110240014,A03,11470101,3.0,3.0
1171011200100400018,A13,11710112,2.0,2.0
1174011000106790003,A03,11740110,1.0,1.0
1162010200114190007,A01,11620102,2.0,2.0
1144010500104940040,A01,11440105,2.0,2.0
1162010100100360024,A07,11620101,4.0,4.0
1168010600109670000,A03,11680106,4.0,4.0
1123010800100600216,A14,11230108,4.0,4.0
1111012100100010222,A13,11110121,3.0,3.0
1129013400112880000,A08,11290134,2.0,2.0
1144012700100340009,A01,11440127,2.0,2.0
1174010900104130008,A01,11740109,2.0,2.0
1150010300109360004,A01,11500103,4.0,4.0
1174010800104560013,A01,11740108,1.0,1.0
1141011900103300019,A01,11410119,1.0,1.0
1111010600100350029,A03,11110106,1.0,1.0
1168010700105760008,A01,11680107,2.0,2.0
1144012700100020106,A03,11440127,2.0,2.0
1111016300102310040,A01,11110163,3.0,3.0
1174010300102840002,A01,11740103,2.0,2.0
1154510100105170004,A01,11545101,1.0,1.0
1123010900103120065,A01,11230109,4.0,4.0
1121510700100150054,A01,11215107,2.0,2.0
1123010800100010005,A04,11230108,2.0,2.0
1156011000100610003,A01,11560110,3.0,3.0
1135010500107490005,A08,11350105,1.0,1.0
1144011400100020036,A04,11440114,2.0,2.0
1168010100108340006,A14,11680101,3.0,3.0
1138010600101990018,A03,11380106,2.0,2.0
1129012600100770002,A11,11290126,2.0,2.0
1144012100101500011,A03,11440121,2.0,2.0
1111017300100010211,A01,11110173,4.0,4.0
1150010300109040012,A12,11500103,4.0,4.0
1165010800115520019,A03,11650108,1.0,1.0
1117011200100390013,A08,11170112,3.0,3.0
1144012400102580005,A01,11440124,2.0,2.0
1162010100116420010,A01,11620101,4.0,4.0
1171010600101300002,A13,11710106,1.0,1.0
1168010600110000002,A01,11680106,1.0,1.0
1159010700110060001,A03,11590107,1.0,1.0
1129012700100510000,A11,11290127,3.0,3.0
1123011000103200002,A08,11230110,4.0,4.0
1141011600100520025,A14,11410116,3.0,3.0
1153010700101660010,A01,11530107,2.0,2.0
1138010800100190053,A01,11380108,3.0,3.0
1117013100107390020,A03,11170131,4.0,4.0
1135010500103890190,A01,11350105,4.0,4.0
1168010800101900000,A06,11680108,3.0,3.0
1150010800106520001,A03,11500108,4.0,4.0
1117013000100560021,A05,11170130,3.0,3.0
1171010100100190009,A14,11710101,4.0,4.0
1154510200110060030,A01,11545102,2.0,2.0
1130510200104460010,A03,11305102,1.0,1.0
1150010500107580004,A01,11500105,2.0,2.0
1130510300101730015,A03,11305103,3.0,3.0
1171011100101050004,A01,11710111,3.0,3.0
1156011000100440023,A05,11560110,1.0,1.0
1162010100100300008,A03,11620101,3.0,3.0
1141011800100480102,A06,11410118,3.0,3.0
1150010500107760000,A08,11500105,4.0,4.0
1150010200106740002,A03,11500102,3.0,3.0
1171010400101310012,A03,11710104,4.0,4.0
1168010700106600010,A13,11680107,1.0,1.0
1114016600101010001,A01,11140166,1.0,1.0
1168011800104110005,A01,11680118,1.0,1.0
1120011300104750000,A01,11200113,2.0,2.0
1174010900102240058,A06,11740109,4.0,4.0
1165010600100350024,A03,11650106,3.0,3.0
1144010400101730000,A06,11440104,3.0,3.0
1130510300101730010,A01,11305103,3.0,3.0
1150010800100530027,A01,11500108,3.0,3.0
1171010400101950007,A15,11710104,3.0,3.0
1126010600106130010,A07,11260106,3.0,3.0
1138010700100860014,A03,11380107,4.0,4.0
1147010100102820007,A04,11470101,3.0,3.0
1162010200100100518,A01,11620102,1.0,1.0
1123010300100670382,A01,11230103,3.0,3.0
1156011000100150012,A11,11560110,3.0,3.0
1135010600101400002,A03,11350106,2.0,2.0
1162010200105470014,A03,11620102,5.0,5.0
1174010100100470003,A01,11740101,3.0,3.0
1168010100107220002,A03,11680101,2.0,2.0
1171010400100150003,A03,11710104,3.0,3.0
1144012000104080009,A03,11440120,3.0,3.0
1162010200116290014,A01,11620102,3.0,3.0
1165010700105050000,A14,11650107,2.0,2.0
1111012800100660000,A03,11110128,2.0,2.0
1111012400100150000,A03,11110124,3.0,3.0
1147010300110770000,A04,11470103,2.0,2.0
1150010200100140007,A01,11500102,2.0,2.0
1171010100102480010,A01,11710101,2.0,2.0
1117012800100400570,A01,11170128,2.0,2.0
1120011800100730645,A01,11200118,3.0,3.0
1174010800104460024,A03,11740108,2.0,2.0
1150010300108940017,A01,11500103,2.0,2.0
1130510400102260000,A01,11305104,2.0,2.0
1153010200107380063,A03,11530102,3.0,3.0
1111012100100920000,A13,11110121,1.0,1.0
1111015500100200000,A03,11110155,4.0,4.0
1111012800100840017,A01,11110128,3.0,3.0
1159010100102220013,A02,11590101,4.0,4.0
1126010100104730016,A09,11260101,1.0,1.0
1168010100107750002,A01,11680101,2.0,2.0
1123010600104030008,A11,11230106,2.0,2.0
1123010600101280001,A03,11230106,4.0,4.0
1114014400101870013,A14,11140144,2.0,2.0
1165010100104460002,A01,11650101,2.0,2.0
1162010100116640003,A01,11620101,3.0,3.0
1165010800115750009,A03,11650108,2.0,2.0
1165010800116590012,A01,11650108,2.0,2.0
1171010100102980010,A05,11710101,4.0,4.0
1159010200102140295,A03,11590102,2.0,2.0
1111015300100390002,A01,11110153,3.0,3.0
1121510100101690021,A01,11215101,4.0,4.0
1165010100117560000,A06,11650101,2.0,2.0
1168010600109420017,A01,11680106,1.0,1.0
1111013900100710000,A03,11110139,4.0,4.0
1165010800116190006,A03,11650108,4.0,4.0
1141012000103440026,A03,11410120,3.0,3.0
1162010100115660003,A06,11620101,2.0,2.0
1168010800101110029,A03,11680108,3.0,3.0
1153010900102080016,A05,11530109,4.0,4.0
1162010200114340015,A01,11620102,3.0,3.0
1123010300101370424,A06,11230103,3.0,3.0
1144010800100180013,A04,11440108,3.0,3.0
1153010200104370000,A01,11530102,2.0,2.0
1168010100106990009,A03,11680101,2.0,2.0
1154510300108020037,A01,11545103,2.0,2.0
1162010200116440009,A03,11620102,2.0,2.0
1114013800100550000,A03,11140138,4.0,4.0
1120011500102560004,A01,11200115,3.0,3.0
1130510300101660005,A01,11305103,2.0,2.0
1153010200111250009,A03,11530102,1.0,1.0
1174010900104540013,A09,11740109,3.0,3.0
1150010300110760017,A01,11500103,2.0,2.0
1144012200104380004,A14,11440122,2.0,2.0
1168010700106450022,A14,11680107,3.0,3.0
1150010300103490015,A08,11500103,3.0,3.0
1138010200102150000,A10,11380102,2.0,2.0
1130510100100750148,A03,11305101,3.0,3.0
1150010200107070001,A01,11500102,3.0,3.0
1144012000103950022,A03,11440120,2.0,2.0
1153010200107930028,A01,11530102,3.0,3.0
1147010300105580007,A03,11470103,3.0,3.0
1162010200105260013,A01,11620102,2.0,2.0
1135010500107330000,A04,11350105,3.0,3.0
1150010300101110016,A01,11500103,4.0,4.0
1165010800115440012,A08,11650108,3.0,3.0
1144010800104660005,A01,11440108,1.0,1.0
1130510100103020020,A01,11305101,2.0,2.0
1168010700105180008,A03,11680107,1.0,1.0
1121510100100930002,A08,11215101,4.0,4.0
1141012000103240034,A05,11410120,3.0,3.0
1144012500102000038,A11,11440125,1.0,1.0
1130510100103300076,A01,11305101,3.0,3.0
1141011300101250017,A03,11410113,4.0,4.0
1156012200100090001,A03,11560122,3.0,3.0
1138011400102660014,A03,11380114,4.0,4.0
1156011300103960021,A01,11560113,3.0,3.0
1165010200100100052,A01,11650102,1.0,1.0
1135010500111180056,A11,11350105,3.0,3.0
1126010600104950035,A08,11260106,3.0,3.0
1144012700116100000,A01,11440127,2.0,2.0
1111017100100270001,A03,11110171,2.0,2.0
1168010400100170002,A14,11680104,2.0,2.0
1111012300100880000,A01,11110123,2.0,2.0
1144011600100230001,A01,11440116,3.0,3.0
1114011200100340138,A01,11140112,1.0,1.0
1156011000100430003,A10,11560110,2.0,2.0
1117012800100400642,A03,11170128,1.0,1.0
1168010700105340017,A14,11680107,2.0,2.0
1156011100103130001,A01,11560111,2.0,2.0
1135010500103930008,A03,11350105,4.0,4.0
1135010300107150000,A03,11350103,3.0,3.0
1117012800100650228,A03,11170128,1.0,1.0
1126010200101050000,A01,11260102,2.0,2.0
1168010800101930033,A03,11680108,1.0,1.0
1156011100103060000,A03,11560111,3.0,3.0
1147010300101070014,A06,11470103,4.0,4.0
1123010400101030332,A03,11230104,3.0,3.0
1114012200100200001,A03,11140122,2.0,2.0
1171010700101220004,A03,11710107,3.0,3.0
1121510500106630000,A10,11215105,4.0,4.0
1123010600103330004,A03,11230106,3.0,3.0
1141011100102870049,A06,11410111,3.0,3.0
1171010500102950010,A01,11710105,3.0,3.0
1129013500100030214,A11,11290135,4.0,4.0
1162010200106080030,A01,11620102,2.0,2.0
1171010100102440012,A03,11710101,4.0,4.0
1123010600103090003,A01,11230106,2.0,2.0
1153010200107360011,A01,11530102,3.0,3.0
1165010800113370003,A01,11650108,1.0,1.0
1138010900100400002,A11,11380109,3.0,3.0
1129012200101600001,A03,11290122,3.0,3.0
1168010800100080006,A13,11680108,1.0,1.0
1126010600104550001,A01,11260106,3.0,3.0
1120011200105050001,A03,11200112,4.0,4.0
1129013500100031242,A01,11290135,3.0,3.0
1168010100108220002,A05,11680101,1.0,1.0
1156012100100580008,A14,11560121,4.0,4.0
1111013700102350000,A03,11110137,4.0,4.0
1123010600103340001,A01,11230106,3.0,3.0
1156010400100190002,A03,11560104,2.0,2.0
1171010300104050000,A02,11710103,1.0,1.0
1150010900106120117,A01,11500109,3.0,3.0
1114011300101050000,A01,11140113,2.0,2.0
1138010700100880001,A01,11380107,3.0,3.0
1130510100107070005,A02,11305101,4.0,4.0
1168011800104100009,A01,11680118,1.0,1.0
1171010900108940000,A05,11710109,3.0,3.0
1141010200101830001,A03,11410102,2.0,2.0
1144010900101720015,A01,11440109,2.0,2.0
1120010200110660000,A06,11200102,2.0,2.0
1114013700100360002,A08,11140137,2.0,2.0
1165010800113080002,A03,11650108,1.0,1.0
1144012000104000016,A03,11440120,2.0,2.0
1165010800115980008,A03,11650108,3.0,3.0
1123011000101750001,A03,11230110,4.0,4.0
1129013800100500019,A03,11290138,3.0,3.0
1162010200107260001,A01,11620102,2.0,2.0
1150010500107940001,A08,11500105,2.0,2.0
1123010600103490017,A01,11230106,4.0,4.0
1144010800102410026,A01,11440108,3.0,3.0
1123010600104300014,A13,11230106,4.0,4.0
1168010700106150000,A03,11680107,3.0,3.0
1150010300109080032,A01,11500103,1.0,1.0
1154510300108840004,A06,11545103,4.0,4.0
1171011100100710011,A03,11710111,2.0,2.0
1174010900102430186,A01,11740109,3.0,3.0
1165010100104560026,A03,11650101,2.0,2.0
1165010300107530000,A04,11650103,2.0,2.0
1171011200101190009,A03,11710112,4.0,4.0
1168010100106160004,A03,11680101,1.0,1.0
1138010400104360014,A03,11380104,4.0,4.0
1135010300105660017,A03,11350103,2.0,2.0
1144012700100410010,A13,11440127,2.0,2.0
1171010400100180018,A01,11710104,3.0,3.0
1144010300101670000,A10,11440103,3.0,3.0
1141012000100640053,A01,11410120,4.0,4.0
1114015400101480023,A01,11140154,3.0,3.0
1141011900102830020,A03,11410119,4.0,4.0
1135010500101690059,A01,11350105,3.0,3.0
1159010700110320045,A03,11590107,3.0,3.0
1141011100102660173,A04,11410111,3.0,3.0
1114011400103400006,A03,11140114,2.0,2.0
1156013300110480002,A11,11560133,2.0,2.0
1153010700101260023,A01,11530107,2.0,2.0
1130510300104130032,A03,11305103,4.0,4.0
1165010200100020036,A01,11650102,1.0,1.0
1129010100101330043,A04,11290101,4.0,4.0
1144012500105910005,A01,11440125,2.0,2.0
1150010300103800001,A05,11500103,4.0,4.0
1165010100107500011,A03,11650101,3.0,3.0
1123011000103340013,A03,11230110,3.0,3.0
1156011000100160001,A01,11560110,2.0,2.0
1141011600100310045,A09,11410116,1.0,1.0
1111017500110690000,A01,11110175,3.0,3.0
1135010300103860001,A04,11350103,3.0,3.0
1121510100100800001,A01,11215101,4.0,4.0
1171010100102380019,A01,11710101,4.0,4.0
1162010200116020001,A13,11620102,3.0,3.0
1111017100100240001,A01,11110171,1.0,1.0
1150010400101550004,A01,11500104,4.0,4.0
1147010100109910001,A03,11470101,4.0,4.0
1114015900100530002,A01,11140159,1.0,1.0
1147010200105280004,A04,11470102,4.0,4.0
1168010600109880016,A03,11680106,3.0,3.0
1129013600100460073,A06,11290136,3.0,3.0
1111011000100030000,A03,11110110,2.0,2.0
1144012100101640010,A13,11440121,3.0,3.0
1168010700105840001,A01,11680107,1.0,1.0
1130510100100870177,A03,11305101,3.0,3.0
1117010400100280012,A03,11170104,3.0,3.0
1129013500100030259,A03,11290135,2.0,2.0
1114011300100970000,A03,11140113,1.0,1.0
1138011400101000002,A01,11380114,2.0,2.0
1153010200107330007,A01,11530102,4.0,4.0
1168010400101260018,A03,11680104,2.0,2.0
1141012000103460024,A01,11410120,4.0,4.0
1135010600103610000,A03,11350106,3.0,3.0
1120010700100060002,A09,11200107,1.0,1.0
1153010100104000001,A02,11530101,2.0,2.0
1159010700100770066,A01,11590107,4.0,4.0
1138010600102010003,A13,11380106,4.0,4.0
1144010200102420073,A13,11440102,2.0,2.0
1153010200100980000,A01,11530102,3.0,3.0
1150010600107410000,A01,11500106,1.0,1.0
1174010300102250000,A14,11740103,3.0,3.0
1153010700101260007,A03,11530107,3.0,3.0
1147010100100890016,A04,11470101,2.0,2.0
1111016400102890057,A03,11110164,3.0,3.0
1135010500107070000,A01,11350105,2.0,2.0
1132010700108220000,A01,11320107,4.0,4.0
1168010100108130009,A14,11680101,3.0,3.0
1141010100100360000,A13,11410101,4.0,4.0
1168010700106580000,A01,11680107,2.0,2.0
1129010300106090001,A03,11290103,3.0,3.0
1174010900104540015,A08,11740109,2.0,2.0
1114016600100570007,A12,11140166,2.0,2.0
1156013300107280003,A01,11560133,4.0,4.0
1165010800115710012,A01,11650108,1.0,1.0
1126010100100520006,A08,11260101,3.0,3.0
1141011100101020003,A01,11410111,4.0,4.0
1174010800100090014,A01,11740108,1.0,1.0
1174010800102930010,A02,11740108,3.0,3.0
1120010500107730002,A02,11200105,1.0,1.0
1138010200102680000,A04,11380102,1.0,1.0
1138011400102790088,A01,11380114,3.0,3.0
1132010700101350028,A03,11320107,3.0,3.0
1165010800117140005,A01,11650108,2.0,2.0
1130510100100350023,A01,11305101,2.0,2.0
1168010800100640019,A01,11680108,2.0,2.0
1138010300103140013,A06,11380103,4.0,4.0
1126010100100740004,A01,11260101,2.0,2.0
1114016200101450010,A01,11140162,3.0,3.0
1165010600100440013,A13,11650106,3.0,3.0
1135010600103640024,A01,11350106,3.0,3.0
1174010600100890000,A01,11740106,3.0,3.0
1168010700105120017,A03,11680107,2.0,2.0
1141012000101020019,A03,11410120,3.0,3.0
1165010700107070011,A05,11650107,1.0,1.0
1129011600100040008,A12,11290116,3.0,3.0
1165010800113600047,A03,11650108,1.0,1.0
1168010400100130000,A13,11680104,2.0,2.0
1120011400106561829,A01,11200114,2.0,2.0
1121510500105100005,A13,11215105,3.0,3.0
1171010800100660006,A11,11710108,3.0,3.0
1174010900104690001,A03,11740109,3.0,3.0
1162010300106020001,A11,11620103,1.0,1.0
1162010200114320068,A12,11620102,2.0,2.0
1114016200102280003,A03,11140162,3.0,3.0
1138010400103920010,A01,11380104,2.0,2.0
1165010800115880013,A01,11650108,3.0,3.0
1174010100103430007,A06,11740101,2.0,2.0
1121510500106340001,A01,11215105,5.0,5.0
1168010700105610000,A03,11680107,3.0,3.0
1144010200103840019,A01,11440102,2.0,2.0
1162010100107030023,A01,11620101,3.0,3.0
1117013000102260007,A03,11170130,2.0,2.0
1154510100103710028,A01,11545101,2.0,2.0
1168011200106340000,A07,11680112,2.0,2.0
1156013300110570070,A11,11560133,2.0,2.0
1132010500103720007,A03,11320105,3.0,3.0
1126010200101130003,A01,11260102,2.0,2.0
1153010800101340001,A03,11530108,2.0,2.0
1171011100100340002,A01,11710111,2.0,2.0
1126010400102500017,A03,11260104,3.0,3.0
1154510100100600008,A14,11545101,1.0,1.0
1162010200114230001,A03,11620102,3.0,3.0
1171011100101490009,A07,11710111,1.0,1.0
1150010500107960007,A03,11500105,1.0,1.0
1132010700103010030,A06,11320107,3.0,3.0
1162010200116370015,A01,11620102,4.0,4.0
1111012200100010000,A03,11110122,2.0,2.0
1132010700105820007,A01,11320107,3.0,3.0
1154510300102690003,A15,11545103,4.0,4.0
1123010100100940055,A01,11230101,4.0,4.0
1150010300108710008,A01,11500103,4.0,4.0
1121510300102430076,A03,11215103,3.0,3.0
1171011100101470009,A02,11710111,1.0,1.0
1114014800100180185,A03,11140148,2.0,2.0
1121510300102210005,A03,11215103,1.0,1.0
1111011200100600002,A01,11110112,2.0,2.0
1159010100100580001,A03,11590101,3.0,3.0
1111017400103920001,A03,11110174,2.0,2.0
1130510100108370911,A01,11305101,4.0,4.0
1159010800105000000,A03,11590108,3.0,3.0
1168010300112360006,A03,11680103,3.0,3.0
1135010500107240000,A08,11350105,2.0,2.0
1126010100101490004,A11,11260101,3.0,3.0
1144011100100090010,A03,11440111,1.0,1.0
1130510100112670056,A03,11305101,4.0,4.0
1153010200101360034,A06,11530102,4.0,4.0
1111016700101410001,A01,11110167,3.0,3.0
1171011100101960000,A03,11710111,3.0,3.0
1168010700106160004,A14,11680107,2.0,2.0
1168010700106270017,A01,11680107,1.0,1.0
1156013300111000001,A01,11560133,3.0,3.0
1144011100100410006,A01,11440111,4.0,4.0
1135010500111170056,A03,11350105,3.0,3.0
1111014800101040004,A01,11110148,2.0,2.0
1162010200114430001,A03,11620102,5.0,5.0
1111014800101400049,A01,11110148,3.0,3.0
1147010100102960010,A01,11470101,3.0,3.0
1138010300100130025,A01,11380103,3.0,3.0
1123010800100420073,A14,11230108,2.0,2.0
1154510200102960015,A01,11545102,4.0,4.0
1123010300101220431,A01,11230103,3.0,3.0
1156012000100140001,A01,11560120,3.0,3.0
1156011800101380017,A11,11560118,4.0,4.0
1174010600105560000,A08,11740106,2.0,2.0
1123010300106350033,A01,11230103,2.0,2.0
1135010500103890392,A03,11350105,4.0,4.0
1117012500102140003,A07,11170125,1.0,1.0
1130510100100870089,A01,11305101,3.0,3.0
1171011400101230017,A01,11710114,2.0,2.0
1165010800113160000,A01,11650108,1.0,1.0
1165010800113580011,A01,11650108,2.0,2.0
1126010100115020002,A14,11260101,2.0,2.0
1165010700107030015,A03,11650107,3.0,3.0
1144012700116300000,A03,11440127,2.0,2.0
1117013000104550033,A14,11170130,3.0,3.0
1147010200104050221,A03,11470102,4.0,4.0
1168010100107910012,A01,11680101,3.0,3.0
1159010700110450001,A04,11590107,3.0,3.0
1153010200101880025,A11,11530102,1.0,1.0
1123010400100380037,A01,11230104,2.0,2.0
1153011100102820002,A01,11530111,2.0,2.0
1121510300105930012,A11,11215103,4.0,4.0
1168010400101230037,A01,11680104,1.0,1.0
1165010600101210009,A14,11650106,2.0,2.0
1162010200117350009,A03,11620102,2.0,2.0
1171010100102050004,A06,11710101,3.0,3.0
1123011000103250021,A03,11230110,3.0,3.0
1153010600102530216,A01,11530106,3.0,3.0
1174010700105120002,A01,11740107,3.0,3.0
1165010200102650017,A04,11650102,5.0,5.0
1126010400102400017,A01,11260104,3.0,3.0
1129011700100040000,A01,11290117,3.0,3.0
1141011900103240026,A13,11410119,4.0,4.0
1162010100109270008,A03,11620101,3.0,3.0
1111014100101130000,A03,11110141,2.0,2.0
1174010100103120061,A01,11740101,3.0,3.0
1144012300104150016,A07,11440123,2.0,2.0
1126010600106110001,A04,11260106,3.0,3.0
1144012300104150056,A03,11440123,2.0,2.0
1159010200103600067,A01,11590102,4.0,4.0
1159010500101020095,A01,11590105,4.0,4.0
1165010200100200033,A01,11650102,3.0,3.0
1111014800101420001,A03,11110148,3.0,3.0
1168010600109410032,A06,11680106,2.0,2.0
1117013000102280006,A11,11170130,1.0,1.0
1144011100104060000,A01,11440111,3.0,3.0
1111013700102830026,A01,11110137,3.0,3.0
1147010200104050280,A12,11470102,3.0,3.0
1135010600101070044,A03,11350106,4.0,4.0
1162010200107530003,A04,11620102,3.0,3.0
1144012000103580111,A14,11440120,4.0,4.0
1171010300102570013,A03,11710103,3.0,3.0
1114014700102920000,A04,11140147,1.0,1.0
1123010900103210027,A01,11230109,2.0,2.0
1150010100102730020,A01,11500101,3.0,3.0
1138010700105760016,A12,11380107,2.0,2.0
1144012200103910019,A11,11440122,2.0,2.0
1135010600105050000,A02,11350106,3.0,3.0
1153010700104070015,A04,11530107,2.0,2.0
1171010500102170001,A03,11710105,3.0,3.0
1114015400101010007,A01,11140154,1.0,1.0
1129011600100990000,A04,11290116,2.0,2.0
1159010700101390046,A03,11590107,2.0,2.0
1144012000103990024,A03,11440120,1.0,1.0
1159010300103670001,A03,11590103,3.0,3.0
1159010800103910237,A02,11590108,3.0,3.0
1168010400100500003,A03,11680104,3.0,3.0
1129013300100160341,A01,11290133,2.0,2.0
1123010900100280012,A01,11230109,3.0,3.0
1111013600101540008,A03,11110136,2.0,2.0
1162010100116570001,A01,11620101,3.0,3.0
1114011800100200001,A01,11140118,3.0,3.0
1114010500101970000,A01,11140105,2.0,2.0
1144012700116030000,A13,11440127,2.0,2.0
1162010200115870041,A03,11620102,3.0,3.0
1174010800104130009,A01,11740108,2.0,2.0
1168010100107010001,A12,11680101,1.0,1.0
1159010900106920020,A03,11590109,2.0,2.0
1111011800101100035,A01,11110118,1.0,1.0
1171010700101290010,A06,11710107,3.0,3.0
1171010100102500005,A03,11710101,1.0,1.0
1168010800102420029,A11,11680108,2.0,2.0
1156010600100240000,A01,11560106,4.0,4.0
1168010600108970006,A01,11680106,2.0,2.0
1168010100106430008,A03,11680101,1.0,1.0
1126010100101290011,A03,11260101,2.0,2.0
1168010700105410013,A02,11680107,1.0,1.0
1153010200103130097,A11,11530102,4.0,4.0
1150010200106480005,A03,11500102,2.0,2.0
1141011200100560141,A03,11410112,1.0,1.0
1144011100104510000,A13,11440111,4.0,4.0
1168010800101090026,A14,11680108,3.0,3.0
1132010700104460003,A01,11320107,3.0,3.0
1154510300100080013,A01,11545103,3.0,3.0
1135010500110490092,A01,11350105,3.0,3.0
1114016200102480004,A03,11140162,3.0,3.0
1144012000103270045,A03,11440120,2.0,2.0
1168010800100600014,A14,11680108,3.0,3.0
1132010600106650031,A01,11320106,2.0,2.0
1117013600102160060,A06,11170136,4.0,4.0
1165010800117150003,A01,11650108,1.0,1.0
1165010700100190011,A08,11650107,1.0,1.0
1120010700103190036,A08,11200107,2.0,2.0
1154510100101510050,A02,11545101,3.0,3.0
1144012300103790002,A01,11440123,1.0,1.0
1117013100100320025,A13,11170131,1.0,1.0
1171010400100940027,A03,11710104,3.0,3.0
1114014300100620069,A01,11140143,1.0,1.0
1168010800100950007,A01,11680108,2.0,2.0
1174010800102440000,A03,11740108,2.0,2.0
1147010100109020009,A01,11470101,3.0,3.0
1165010800116230003,A01,11650108,2.0,2.0
1144012000103940068,A13,11440120,2.0,2.0
1168010700105180014,A01,11680107,1.0,1.0
1111018700100890000,A07,11110187,2.0,2.0
1135010200109420000,A01,11350102,2.0,2.0
1144012500101350031,A01,11440125,3.0,3.0
1114010500101010003,A01,11140105,1.0,1.0
1141012000103320020,A03,11410120,3.0,3.0
1168010500101550010,A01,11680105,2.0,2.0
1126010100106530032,A01,11260101,2.0,2.0
1120011200106760000,A14,11200112,2.0,2.0
1130510200104620106,A01,11305102,4.0,4.0
1168010700106000000,A13,11680107,1.0,1.0
1114013300100080002,A01,11140133,2.0,2.0
1114016200103690035,A11,11140162,2.0,2.0
1150010100102730008,A08,11500101,2.0,2.0
1138010900103360001,A06,11380109,3.0,3.0
1135010300102080005,A03,11350103,2.0,2.0
1168011400107000009,A06,11680114,2.0,2.0
1123010100100980017,A13,11230101,4.0,4.0
1153010200107300100,A11,11530102,4.0,4.0
1150010900102620027,A13,11500109,3.0,3.0
1171010700100500001,A01,11710107,3.0,3.0
1130510100103090025,A01,11305101,4.0,4.0
1129010900101070000,A01,11290109,3.0,3.0
1154510200101480032,A01,11545102,3.0,3.0
1117013100107440016,A03,11170131,1.0,1.0
1130510100107912150,A13,11305101,4.0,4.0
1130510300101770045,A01,11305103,3.0,3.0
1153010600102690008,A03,11530106,4.0,4.0
1141010100100470000,A03,11410101,3.0,3.0
1147010200109070017,A13,11470102,2.0,2.0
1123010600104640006,A11,11230106,3.0,3.0
1147010200104050159,A14,11470102,3.0,3.0
1126010100106330012,A01,11260101,3.0,3.0
1168010600109140018,A03,11680106,5.0,5.0
1159010500100500022,A01,11590105,2.0,2.0
1168011800104490001,A14,11680118,2.0,2.0
1123010200100400013,A06,11230102,2.0,2.0
1114013400101000003,A03,11140134,3.0,3.0
1129013900100100000,A02,11290139,4.0,4.0
1126010600104930064,A01,11260106,4.0,4.0
1132010600107030016,A04,11320106,4.0,4.0
1156010200100940002,A07,11560102,2.0,2.0
1150010300110680024,A03,11500103,4.0,4.0
1117013100100680021,A14,11170131,2.0,2.0
1126010100101760078,A03,11260101,4.0,4.0
1171010800101500000,A08,11710108,3.0,3.0
1174010900104110043,A14,11740109,2.0,2.0
1150010500107570000,A15,11500105,3.0,3.0
1138011400100220000,A06,11380114,3.0,3.0
1147010100110140002,A03,11470101,3.0,3.0
1111017400104030003,A01,11110174,2.0,2.0
1129010300106090001,A13,11290103,4.0,4.0
1144010700102190000,A01,11440107,2.0,2.0
1111016100101880000,A03,11110161,2.0,2.0
1144012300103950004,A03,11440123,2.0,2.0
1144010800100120027,A03,11440108,3.0,3.0
1138010500100150010,A01,11380105,4.0,4.0
1123010300102850033,A01,11230103,4.0,4.0
1111016300104590000,A01,11110163,3.0,3.0
1130510100113570006,A08,11305101,3.0,3.0
1153010200107280003,A11,11530102,3.0,3.0
1121510500100050026,A03,11215105,1.0,1.0
1156011000100120001,A03,11560110,3.0,3.0
1165010200102760004,A10,11650102,2.0,2.0
1165010200100100048,A04,11650102,3.0,3.0
1174010800105050003,A02,11740108,5.0,5.0
1168010100107510015,A03,11680101,2.0,2.0
1114010200101200000,A01,11140102,1.0,1.0
1138011400101000000,A03,11380114,2.0,2.0
1114016200103700090,A03,11140162,2.0,2.0
1121510100101690031,A14,11215101,4.0,4.0
1165010800117550001,A08,11650108,3.0,3.0
1111011400101470000,A05,11110114,2.0,2.0
1129012500101000016,A11,11290125,3.0,3.0
1132010700100520006,A01,11320107,3.0,3.0
1144012300100570371,A03,11440123,2.0,2.0
1162010200115240000,A02,11620102,3.0,3.0
1159010300107040001,A13,11590103,2.0,2.0
1156012100100690002,A03,11560121,1.0,1.0
1144012700116220000,A01,11440127,3.0,3.0
1123010800100160032,A01,11230108,2.0,2.0
1156011300100850001,A08,11560113,4.0,4.0
1121510400104450005,A01,11215104,2.0,2.0
1168010100107420017,A01,11680101,3.0,3.0
1130510100101870004,A01,11305101,4.0,4.0
1135010300106610003,A01,11350103,3.0,3.0
1132010600105080000,A11,11320106,5.0,5.0
1141011700101920009,A08,11410117,3.0,3.0
1111017500102780000,A01,11110175,3.0,3.0
1171011400101970008,A06,11710114,4.0,4.0
1111012100100120005,A01,11110121,1.0,1.0
1165010800113300003,A03,11650108,2.0,2.0
1168010700106560025,A03,11680107,3.0,3.0
1121510500108460010,A03,11215105,2.0,2.0
1144011500103160013,A01,11440115,2.0,2.0
